,player_id,last_season,current_club_id,name,pretty_name,country_of_birth,country_of_citizenship_x,date_of_birth,position,sub_position,foot,height_in_cm,market_value_in_gbp,highest_market_value_in_gbp,url,Age_2020,Position_2020,fm_player_index,Unnamed: 0,Name,Position,Club,Division,Based,Nation,Height,Weight,Age,Preferred Foot,Best Pos,Best Role,Value,Wage,CA,PA,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Acc,country_of_citizenship_y,Transfermarkt_Name,value_2022,date,market_value,value_2020,value_diff
0,342229,2021,583,kylian-mbappe,Kylian Mbappe,France,France,1998-12-20,Attack,attack - Centre-Forward,Right,178,144000000.0,180000000.0,https://www.transfermarkt.co.uk/kylian-mbappe/profil/spieler/342229,21,2,6965,2,Kylian MbappÃ©,"AM (RL), ST (C)",Paris SG,Ligue 1 Conforama,France (Ligue 1 Conforama),FRA,178,73,20,Right,ST (C),AF,86000000,375000,181,196,10,13,1,17,10,2,11,14,2,1,1,2,15,13,20,3,18,15,2,2,12,10,4,8,7,3,10,18,16,17,3,18,14,16,13,10,13,18,2,1,12,14,17,16,6,4,20,France,kylian-mbappe,144000000.0,2019-12-19,180000000,180000000,-36000000.0
1,418560,2021,16,erling-haaland,Erling Haaland,England,Norway,2000-07-21,Attack,attack - Centre-Forward,Left,195,135000000.0,135000000.0,https://www.transfermarkt.co.uk/erling-haaland/profil/spieler/418560,19,2,28214,5,Erling Haaland,ST (C),Borussia Dortmund,Bundesliga,Germany (Bundesliga),NOR,194,87,18,Left,ST (C),AF,67000000,135000,166,189,13,13,2,14,11,7,17,13,2,4,3,7,17,12,18,1,18,16,6,5,12,12,1,15,12,4,9,16,16,18,1,13,19,13,9,7,13,17,2,3,14,17,16,14,13,3,15,Norway,erling-haaland,135000000.0,2019-09-03,10800000,10800000,124200000.0
2,371998,2021,418,vinicius-junior,Vinicius Junior,Brazil,Brazil,2000-07-12,Attack,attack - Left Winger,Right,176,90000000.0,90000000.0,https://www.transfermarkt.co.uk/vinicius-junior/profil/spieler/371998,19,2,31,418,VinÃ­cius JÃºnior,"AM (L), ST (C)",R. Madrid,Spanish First Division,Spain (First Division),BRA,177,62,18,Right,AM (L),IW,22500000,59000,143,161,13,12,4,16,12,4,11,12,2,2,1,7,12,12,16,2,13,15,4,3,10,10,3,8,8,1,8,16,12,12,3,17,18,11,12,7,11,10,2,3,13,12,14,16,14,3,17,Brazil,vine­cius-junior,90000000.0,2019-12-20,45000000,45000000,45000000.0
3,132098,2021,148,harry-kane,Harry Kane,England,England,1993-07-28,Attack,attack - Centre-Forward,Right,188,81000000.0,135000000.0,https://www.transfermarkt.co.uk/harry-kane/profil/spieler/132098,26,2,15194,12,Harry Kane,"AM (C), ST (C)",Tottenham,English Premier Division,England (Premier Division),ENG,188,86,25,Either,ST (C),DLF,77000000,200000,183,185,18,18,3,16,18,11,14,17,2,3,3,11,20,18,12,2,16,16,10,6,16,15,2,13,15,3,12,12,14,19,1,13,19,16,16,9,15,18,2,1,16,13,16,12,11,2,13,England,harry-kane,81000000.0,2019-12-10,135000000,135000000,-54000000.0
4,148455,2021,31,mohamed-salah,Mohamed Salah,Egypt,Egypt,1992-06-15,Attack,attack - Right Winger,Left,175,81000000.0,135000000.0,https://www.transfermarkt.co.uk/mohamed-salah/profil/spieler/148455,27,2,14797,14,Mohamed Salah,"AM (RL), ST (C)",Liverpool,English Premier Division,England (Premier Division),EGY,175,72,27,Left,AM (R),IF,79000000,200000,179,184,14,16,1,16,14,7,14,14,2,3,4,7,14,14,18,3,18,16,8,4,13,10,3,7,10,1,13,15,15,18,1,16,16,14,14,14,15,15,1,2,11,17,16,16,10,3,18,Egypt,mohamed-salah,81000000.0,2019-12-10,135000000,135000000,-54000000.0
5,240306,2021,985,bruno-fernandes,Bruno Fernandes,Portugal,Portugal,1994-09-08,Attack,midfield - Attacking Midfield,Right,179,76500000.0,81000000.0,https://www.transfermarkt.co.uk/bruno-fernandes/profil/spieler/240306,25,2,22486,126,Bruno Fernandes,"M (C), AM (RC)",Man Utd,English Premier Division,England (Premier Division),POR,180,69,24,Right,AM (C),AM,57000000,100000,165,170,17,16,3,16,14,10,12,17,1,3,2,8,19,17,14,3,15,17,6,4,17,16,3,8,10,1,16,17,16,15,2,14,19,12,16,16,14,15,1,3,17,14,13,15,18,1,13,Portugal,bruno-fernandes,76500000.0,2019-10-11,54000000,54000000,22500000.0
6,357662,2021,379,declan-rice,Declan Rice,England,England,1999-01-14,Midfield,midfield - Defensive Midfield,Right,188,72000000.0,72000000.0,https://www.transfermarkt.co.uk/declan-rice/profil/spieler/357662,20,1,15234,37,Declan Rice,"D (C), DM, M (C)",West Ham,English Premier Division,England (Premier Division),ENG,185,80,20,Right,DM,DLP,22000000,30000,138,180,15,12,3,12,14,16,13,15,3,1,1,15,5,13,13,2,10,15,14,10,7,13,2,12,12,3,8,10,12,9,2,12,17,13,9,7,13,17,1,1,14,13,14,13,12,3,12,England,declan-rice,72000000.0,2019-09-12,45000000,45000000,27000000.0
7,314353,2021,31,trent-alexander-arnold,Trent Alexander Arnold,England,England,1998-10-07,Defender,Defender - Right-Back,Right,180,72000000.0,99000000.0,https://www.transfermarkt.co.uk/trent-alexander-arnold/profil/spieler/314353,21,0,15198,57,Trent Alexander-Arnold,"D/WB (R), DM, M (C)",Liverpool,English Premier Division,England (Premier Division),ENG,180,70,20,Right,D (R),CWB,52000000,75000,159,178,15,16,2,17,15,13,12,14,3,2,2,12,12,18,14,1,14,14,13,13,12,13,3,11,10,2,14,14,15,11,3,13,16,14,17,14,13,15,1,1,14,14,15,14,15,2,14,England,trent-alexander-arnold,72000000.0,2019-12-10,99000000,99000000,-27000000.0
8,241641,2021,281,bernardo-silva,Bernardo Silva,Portugal,Portugal,1994-08-10,Attack,midfield - Attacking Midfield,Left,173,72000000.0,90000000.0,https://www.transfermarkt.co.uk/bernardo-silva/profil/spieler/241641,25,2,22484,35,Bernardo Silva,M/AM (RC),Man City,English Premier Division,England (Premier Division),POR,173,65,24,Left,AM (R),IW,73000000,150000,173,180,20,17,3,18,16,7,7,16,1,4,1,9,14,16,14,2,17,14,8,2,13,12,3,7,9,2,13,17,17,16,1,18,18,16,16,14,14,16,1,4,15,18,14,19,12,1,15,Portugal,bernardo-silva,72000000.0,2019-12-10,90000000,90000000,-18000000.0
9,357565,2021,281,rodri,Rodri,Spain,Spain,1996-06-22,Midfield,midfield - Defensive Midfield,Right,191,72000000.0,72000000.0,https://www.transfermarkt.co.uk/rodri/profil/spieler/357565,23,1,24419,282,Rodri,"DM, M (C)",Man City,English Premier Division,England (Premier Division),ESP,191,75,23,Right,DM,DLP,44500000,120000,155,165,15,14,3,14,16,15,13,15,3,1,3,18,8,14,13,1,10,11,12,10,12,11,3,14,13,3,8,9,15,7,3,10,13,16,8,8,15,15,2,3,13,13,16,12,10,2,13,Spain,rodri,72000000.0,2019-12-10,72000000,72000000,0.0
10,258004,2021,281,ruben-dias,Ruben Dias,Portugal,Portugal,1997-05-14,Defender,Defender - Centre-Back,Right,187,67500000.0,67500000.0,https://www.transfermarkt.co.uk/ruben-dias/profil/spieler/258004,22,0,22488,118,RÃºben Dias,D (C),Man City,English Premier Division,England (Premier Division),POR,187,83,22,Right,D (C),BPD,42500000,175000,160,171,16,12,1,12,16,14,16,16,3,1,2,15,8,14,13,2,7,18,17,5,4,16,1,15,15,3,5,8,12,6,2,12,17,14,11,4,14,13,2,4,18,15,14,15,18,2,13,Portugal,ruben-dias,67500000.0,2019-12-30,34200000,34200000,33300000.0
11,68290,2021,583,neymar,Neymar,Brazil,Brazil,1992-02-05,Attack,attack - Left Winger,Right,175,67500000.0,162000000.0,https://www.transfermarkt.co.uk/neymar/profil/spieler/68290,27,2,0,4,Neymar,"M (L), AM (LC), ST (C)",Paris SG,Ligue 1 Conforama,France (Ligue 1 Conforama),BRA,175,68,27,Right,AM (L),IW,91000000,600000,186,190,10,16,1,20,8,1,10,13,1,4,2,2,17,16,16,1,18,14,1,2,15,14,2,6,8,2,17,20,18,16,1,20,16,15,16,16,10,17,3,1,14,14,16,18,10,4,17,Brazil,neymar,67500000.0,2019-12-19,144000000,144000000,-76500000.0
12,406625,2021,46,lautaro-martinez,Lautaro Martinez,Argentina,Argentina,1997-08-22,Attack,attack - Centre-Forward,Right,174,67500000.0,72000000.0,https://www.transfermarkt.co.uk/lautaro-martinez/profil/spieler/406625,22,2,33590,68,Lautaro MartÃ­nez,ST (C),Inter,Italian Serie A,Italy (Serie A),ARG,174,79,21,Right,ST (C),PF,46500000,46000,161,175,17,12,1,16,15,8,14,15,3,1,2,8,15,12,15,1,16,16,7,3,14,11,2,13,15,3,9,15,17,15,1,14,19,15,9,4,11,14,3,3,18,14,15,16,17,2,15,Argentina,lautaro-marte­nez,67500000.0,2019-10-08,36000000,36000000,31500000.0
13,134425,2021,281,raheem-sterling,Raheem Sterling,Jamaica,England,1994-12-08,Attack,attack - Left Winger,Right,170,63000000.0,144000000.0,https://www.transfermarkt.co.uk/raheem-sterling/profil/spieler/134425,25,2,15195,45,Raheem Sterling,M/AM (RL),Man City,English Premier Division,England (Premier Division),ENG,170,70,24,Right,AM (R),W,74000000,200000,174,180,16,13,2,15,16,8,12,16,3,2,1,9,8,13,17,2,20,18,7,8,12,6,2,5,11,2,9,16,16,14,2,17,13,14,12,10,14,14,3,1,11,17,18,19,12,1,18,England,raheem-sterling,63000000.0,2019-12-10,144000000,144000000,-81000000.0
14,326031,2021,506,matthijs-de-ligt,Matthijs De Ligt,Netherlands,Netherlands,1999-08-12,Defender,Defender - Centre-Back,Right,189,63000000.0,67500000.0,https://www.transfermarkt.co.uk/matthijs-de-ligt/profil/spieler/326031,20,0,31668,310,Matthijs de Ligt,D (C),Juventus,Italian Serie A,Italy (Serie A),NED,189,89,19,Right,D (C),BPD,53000000,200000,164,164,16,13,1,14,15,16,18,16,2,3,1,14,8,14,14,1,11,13,15,7,13,15,1,15,17,2,10,10,13,9,2,11,16,14,7,6,13,14,4,1,17,14,15,13,13,1,12,Netherlands,matthijs-de-ligt,63000000.0,2019-12-12,67500000,67500000,-4500000.0
15,357164,2021,5,rafael-leao,Rafael Leao,Portugal,Portugal,1999-06-10,Attack,attack - Left Winger,Right,188,63000000.0,63000000.0,https://www.transfermarkt.co.uk/rafael-leao/profil/spieler/357164,20,2,22508,200,Rafael LeÃ£o,"AM (LC), ST (C)",Milan,Italian Serie A,Italy (Serie A),POR,188,81,20,Right,AM (L),IW,17250000,35000,148,168,12,13,2,15,13,6,14,12,1,3,1,6,12,13,16,3,15,15,4,3,12,8,2,14,13,2,5,15,15,13,4,16,12,12,13,4,10,12,2,2,8,16,13,15,9,3,16,Portugal,rafael-leao,63000000.0,2019-10-08,19800000,19800000,43200000.0
16,255942,2021,46,nicolo-barella,Nicolo Barella,Italy,Italy,1997-02-07,Midfield,midfield - Central Midfield,Right,172,63000000.0,63000000.0,https://www.transfermarkt.co.uk/nicolo-barella/profil/spieler/255942,22,1,43637,109,NicolÃ² Barella,M (C),Inter,Italian Serie A,Italy (Serie A),ITA,172,68,22,Right,M (C),BBM,48000000,77000,163,172,19,14,3,14,18,17,14,16,3,1,4,14,14,15,14,2,15,16,11,4,14,12,1,9,10,1,14,11,16,11,1,14,19,14,11,12,17,15,3,1,17,16,14,14,19,3,14,Italy,nicolo-barella,63000000.0,2019-12-12,40500000,40500000,22500000.0
17,369081,2021,418,federico-valverde,Federico Valverde,Uruguay,Uruguay,1998-07-22,Midfield,midfield - Central Midfield,Right,182,63000000.0,63000000.0,https://www.transfermarkt.co.uk/federico-valverde/profil/spieler/369081,21,1,53762,256,Federico Valverde,"DM, M (C)",R. Madrid,Spanish First Division,Spain (First Division),URU,181,74,20,Right,DM,DLP,28500000,51000,150,165,16,14,2,14,17,13,15,16,2,1,3,15,6,14,13,4,14,14,12,10,12,13,2,12,13,1,13,14,14,11,3,12,14,13,13,13,13,12,1,2,15,15,12,13,12,3,14,Uruguay,federico-valverde,63000000.0,2019-12-20,45000000,45000000,18000000.0
18,200512,2021,31,sadio-mane,Sadio Mane,Senegal,Senegal,1992-04-10,Attack,attack - Left Winger,Right,174,63000000.0,135000000.0,https://www.transfermarkt.co.uk/sadio-mane/profil/spieler/200512,27,2,14849,16,Sadio ManÃ©,"AM (RL), ST (C)",Liverpool,English Premier Division,England (Premier Division),SEN,175,69,27,Right,AM (L),IF,79000000,180000,179,184,14,15,3,16,14,7,12,14,1,1,3,11,10,14,18,4,16,18,11,3,13,9,1,11,13,3,7,17,17,17,3,16,15,15,14,7,16,15,2,2,12,16,16,16,10,2,18,Senegal,sadio-mane,63000000.0,2019-12-10,135000000,135000000,-72000000.0
19,96341,2021,631,romelu-lukaku,Romelu Lukaku,Belgium,Belgium,1993-05-13,Attack,attack - Centre-Forward,Left,191,63000000.0,90000000.0,https://www.transfermarkt.co.uk/romelu-lukaku/profil/spieler/96341,26,2,5721,99,Romelu Lukaku,ST (C),Inter,Italian Serie A,Italy (Serie A),BEL,191,94,26,Left,ST (C),PF,56000000,190000,172,173,18,10,4,14,19,9,20,16,1,2,2,6,18,12,18,2,15,18,5,3,14,16,1,16,16,4,11,13,14,17,2,14,18,15,9,3,14,15,3,2,16,20,16,11,16,3,15,Belgium,romelu-lukaku,63000000.0,2019-12-12,67500000,67500000,-4500000.0
20,266302,2021,398,sergej-milinković-savić,Sergej Milinković Savić,Spain,Serbia,1995-02-27,Midfield,midfield - Central Midfield,Right,191,63000000.0,81000000.0,https://www.transfermarkt.co.uk/sergej-milinkovi%C4%87-savi%C4%87/profil/spieler/266302,24,1,41102,100,Sergej Milinkovic-Savic,M/AM (C),Lazio,Italian Serie A,Italy (Serie A),SRB,191,82,24,Right,M (C),BBM,56000000,77000,165,173,15,15,2,16,16,13,18,17,2,2,1,12,14,15,13,1,18,20,8,4,15,12,4,17,18,1,13,18,15,15,3,15,16,14,10,5,11,14,1,1,19,18,16,13,14,2,14,Serbia,sergej-milinkovic-savic,63000000.0,2019-12-12,63000000,63000000,0.0
21,181767,2021,583,marquinhos,Marquinhos,Brazil,Brazil,1994-05-14,Defender,Defender - Centre-Back,Right,183,63000000.0,67500000.0,https://www.transfermarkt.co.uk/marquinhos/profil/spieler/181767,25,0,12,136,Marquinhos,"D (C), DM",Paris SG,Ligue 1 Conforama,France (Ligue 1 Conforama),BRA,183,75,25,Right,D (C),BPD,44500000,240000,161,170,15,12,3,14,18,15,14,15,1,1,1,16,8,15,15,3,8,14,16,7,10,13,2,13,16,1,4,10,14,8,3,10,17,15,11,4,17,16,3,1,15,16,17,13,14,1,14,Brazil,marquinhos,63000000.0,2019-12-19,58500000,58500000,4500000.0
22,480692,2021,31,luis-diaz,Luis Diaz,Colombia,Colombia,1997-01-13,Attack,attack - Left Winger,Right,180,58500000.0,58500000.0,https://www.transfermarkt.co.uk/luis-diaz/profil/spieler/480692,22,2,51179,710,Luis DÃ­az,AM (LC),FCP,Portuguese Premier League,Portugal (Premier League),COL,180,70,22,Right,AM (L),IW,15500000,11750,139,156,13,13,2,14,11,9,12,13,3,3,2,7,8,13,15,2,12,12,6,12,12,11,4,11,12,3,11,12,12,13,3,15,14,12,11,11,13,12,3,1,10,12,10,15,13,2,15,Colombia,luis-de­az,58500000.0,2019-10-11,6300000,6300000,52200000.0
23,153084,2021,27,leon-goretzka,Leon Goretzka,Germany,Germany,1995-02-06,Midfield,midfield - Central Midfield,Right,189,58500000.0,63000000.0,https://www.transfermarkt.co.uk/leon-goretzka/profil/spieler/153084,24,1,19385,95,Leon Goretzka,"DM, M/AM (C)",FC Bayern,Bundesliga,Germany (Bundesliga),GER,189,79,24,Right,M (C),BBM,28500000,135000,150,173,18,13,1,15,16,12,13,18,3,2,2,10,12,14,16,1,16,14,10,9,12,14,1,14,14,3,13,10,13,12,3,11,17,13,11,10,12,16,1,3,15,15,13,11,17,2,11,Germany,leon-goretzka,58500000.0,2019-12-17,45000000,45000000,13500000.0
24,341092,2021,506,federico-chiesa,Federico Chiesa,Italy,Italy,1997-10-25,Attack,attack - Right Winger,Right,175,58500000.0,63000000.0,https://www.transfermarkt.co.uk/federico-chiesa/profil/spieler/341092,22,2,43647,191,Federico Chiesa,"M (R), AM (RL), ST (C)",Juventus,Italian Serie A,Italy (Serie A),ITA,175,70,21,Right,AM (R),W,25000000,52000,163,168,18,13,1,15,11,8,12,15,4,2,1,10,11,14,16,4,16,16,8,5,14,12,3,10,9,3,8,14,14,13,1,17,17,10,13,11,13,13,1,1,13,15,11,16,16,3,18,Italy,federico-chiesa,58500000.0,2019-12-12,54000000,54000000,4500000.0
25,182712,2021,281,joao-cancelo,Joao Cancelo,Portugal,Portugal,1994-05-27,Defender,Defender - Right-Back,Right,182,58500000.0,58500000.0,https://www.transfermarkt.co.uk/joao-cancelo/profil/spieler/182712,25,0,22487,265,JoÃ£o Cancelo,D/WB/M/AM (R),Man City,English Premier Division,England (Premier Division),POR,182,74,25,Right,WB (R),CWB,50000000,140000,158,165,13,14,1,16,12,13,12,14,3,2,2,8,11,15,16,2,15,15,9,13,12,7,2,11,10,3,12,18,15,11,1,17,10,9,15,12,10,12,3,2,12,14,14,16,12,3,16,Portugal,joao-cancelo,58500000.0,2019-12-10,45000000,45000000,13500000.0
26,204069,2021,46,milan-skriniar,Milan Skriniar,Slovakia,Slovakia,1995-02-11,Defender,Defender - Centre-Back,Right,188,58500000.0,58500000.0,https://www.transfermarkt.co.uk/milan-skriniar/profil/spieler/204069,24,0,67100,137,Milan Skriniar,D (C),Inter,Italian Serie A,Italy (Serie A),SVK,187,83,24,Right,D (C),CD,32000000,92000,161,170,17,11,3,11,15,16,16,16,1,1,2,16,10,13,15,3,9,18,17,11,8,14,3,15,16,1,5,6,12,9,3,10,18,13,8,4,12,13,1,3,17,17,16,14,17,2,13,Slovakia,milan-skriniar,58500000.0,2019-12-12,54000000,54000000,4500000.0
27,398073,2021,583,achraf-hakimi,Achraf Hakimi,Spain,Morocco,1998-11-04,Defender,Defender - Right-Back,Right,181,58500000.0,63000000.0,https://www.transfermarkt.co.uk/achraf-hakimi/profil/spieler/398073,21,0,86487,509,Achraf Hakimi,D/WB (RL),Inter,Italian Serie A,Italy (Serie A),MAR,181,73,20,Right,D (R),WB,16250000,72000,144,159,17,12,4,12,12,13,11,17,2,3,2,10,8,13,18,1,15,17,11,14,7,8,4,12,9,3,6,13,12,8,2,14,14,11,12,7,10,13,3,1,15,14,11,13,14,1,15,Morocco,achraf-hakimi,58500000.0,2019-12-17,40500000,40500000,18000000.0
28,159471,2021,27,serge-gnabry,Serge Gnabry,Germany,Germany,1995-07-14,Attack,attack - Right Winger,Right,176,58500000.0,81000000.0,https://www.transfermarkt.co.uk/serge-gnabry/profil/spieler/159471,24,2,19375,144,Serge Gnabry,"M/AM (RL), ST (C)",FC Bayern,Bundesliga,Germany (Bundesliga),GER,173,73,23,Either,AM (L),IF,60000000,115000,165,170,13,13,2,14,10,5,13,13,3,1,1,6,10,13,17,3,16,14,5,8,14,5,2,8,9,2,11,15,14,15,2,16,11,12,12,10,12,14,1,3,14,17,14,14,13,3,17,Germany,serge-gnabry,58500000.0,2019-12-17,72000000,72000000,-13500000.0
29,401923,2021,6195,victor-osimhen,Victor Osimhen,Nigeria,Nigeria,1998-12-29,Attack,attack - Centre-Forward,Right,186,58500000.0,58500000.0,https://www.transfermarkt.co.uk/victor-osimhen/profil/spieler/401923,21,2,42937,206,Victor Osimhen,ST (C),Napoli,Italian Serie A,Italy (Serie A),NGA,185,78,20,Right,ST (C),PF,56000000,125000,150,168,14,11,3,14,13,8,14,13,1,1,3,6,15,12,19,1,18,13,5,4,12,8,2,13,13,3,7,13,14,13,2,14,15,13,9,3,13,14,2,3,14,14,14,14,15,2,17,Nigeria,victor-osimhen,58500000.0,2019-12-19,27000000,27000000,31500000.0
30,234803,2021,31,andrew-robertson,Andrew Robertson,Scotland,Scotland,1994-03-11,Defender,Defender - Left-Back,Left,178,58500000.0,72000000.0,https://www.transfermarkt.co.uk/andrew-robertson/profil/spieler/234803,25,0,55783,247,Andrew Robertson,D/WB (L),Liverpool,English Premier Division,England (Premier Division),SCO,178,64,25,Left Only,D (L),FB,46500000,80000,157,165,17,14,3,13,16,15,12,17,3,1,3,15,7,14,16,2,15,18,15,13,8,12,4,9,10,2,7,11,15,4,2,12,15,15,16,9,15,14,3,1,16,14,16,14,15,3,16,Scotland,andrew-robertson,58500000.0,2019-12-10,72000000,72000000,-13500000.0
31,340950,2021,31,diogo-jota,Diogo Jota,Portugal,Portugal,1996-12-04,Attack,attack - Centre-Forward,Right,178,54000000.0,54000000.0,https://www.transfermarkt.co.uk/diogo-jota/profil/spieler/340950,23,2,22492,299,Diogo Jota,"AM (LC), ST (C)",Liverpool,English Premier Division,England (Premier Division),POR,178,73,22,Either,AM (L),IW,33500000,76000,147,164,15,12,3,14,10,7,9,13,2,3,3,5,10,13,15,3,16,14,5,4,13,6,1,6,11,3,11,17,14,15,1,16,17,11,12,8,10,13,2,1,14,13,13,16,17,4,16,Portugal,diogo-jota,54000000.0,2019-12-10,31500000,31500000,22500000.0
32,274839,2021,1003,wilfred-ndidi,Wilfred Ndidi,Nigeria,Nigeria,1996-12-16,Midfield,midfield - Defensive Midfield,Right,183,54000000.0,54000000.0,https://www.transfermarkt.co.uk/wilfred-ndidi/profil/spieler/274839,23,1,42938,352,Wilfred Ndidi,"DM, M (C)",Leicester,English Premier Division,England (Premier Division),NGA,183,74,22,Right,DM,DM,35000000,80000,150,163,17,13,2,13,15,19,14,17,1,1,3,14,11,13,12,1,11,17,13,10,12,10,2,15,14,1,10,11,13,7,2,12,14,13,10,10,13,12,2,1,13,11,18,12,14,2,13,Nigeria,wilfred-ndidi,54000000.0,2019-12-10,40500000,40500000,13500000.0
33,326330,2021,131,frenkie-de-jong,Frenkie De Jong,Netherlands,Netherlands,1997-05-12,Midfield,midfield - Central Midfield,Right,180,54000000.0,81000000.0,https://www.transfermarkt.co.uk/frenkie-de-jong/profil/spieler/326330,22,1,31669,20,Frenkie de Jong,"D (C), DM, M (C)",Barcelona,Spanish First Division,Spain (First Division),NED,181,69,22,Right,M (C),AP,52000000,165000,164,183,15,18,3,16,17,12,10,13,3,1,3,14,11,16,13,2,15,13,10,6,8,12,4,10,10,3,13,15,17,10,1,16,16,16,11,9,15,16,3,3,13,13,17,16,7,3,14,Netherlands,frenkie-de-jong,54000000.0,2019-12-20,81000000,81000000,-27000000.0
34,258923,2021,985,marcus-rashford,Marcus Rashford,England,England,1997-10-31,Attack,attack - Left Winger,Right,185,54000000.0,76500000.0,https://www.transfermarkt.co.uk/marcus-rashford/profil/spieler/258923,22,2,15203,71,Marcus Rashford,"AM (L), ST (C)",Man Utd,English Premier Division,England (Premier Division),ENG,184,77,21,Right,AM (L),IW,43000000,180000,153,175,16,9,3,15,13,3,12,14,2,4,3,3,16,12,17,1,14,16,2,1,12,5,3,8,10,1,13,18,14,14,3,15,16,13,9,7,12,12,2,1,14,14,12,15,14,2,18,England,marcus-rashford,54000000.0,2019-12-10,72000000,72000000,-18000000.0
35,315853,2021,46,alessandro-bastoni,Alessandro Bastoni,Italy,Italy,1999-04-13,Defender,Defender - Centre-Back,Left,190,54000000.0,54000000.0,https://www.transfermarkt.co.uk/alessandro-bastoni/profil/spieler/315853,20,0,43649,150,Alessandro Bastoni,D (C),Inter,Italian Serie A,Italy (Serie A),ITA,190,75,20,Left,D (C),BPD,22500000,9250,151,169,14,12,2,13,16,14,15,15,1,3,3,14,8,14,14,1,11,15,15,8,5,12,2,16,15,1,7,11,13,8,3,11,15,15,8,6,13,15,1,1,14,15,14,14,14,1,13,Italy,alessandro-bastoni,54000000.0,2019-12-12,20700000,20700000,33300000.0
36,225693,2021,31,fabinho,Fabinho,Brazil,Brazil,1993-10-23,Midfield,midfield - Defensive Midfield,Right,188,54000000.0,63000000.0,https://www.transfermarkt.co.uk/fabinho/profil/spieler/225693,26,1,6,190,Fabinho,"D (R), DM, M (C)",Liverpool,English Premier Division,England (Premier Division),BRA,188,78,25,Right,DM,DLP,54000000,120000,160,168,15,14,2,14,15,16,15,15,2,3,2,16,15,15,14,1,14,16,15,10,8,12,3,15,14,1,9,13,15,8,1,13,15,15,13,7,15,15,1,3,15,14,17,14,16,3,14,Brazil,fabinho,54000000.0,2019-12-10,63000000,63000000,-9000000.0
37,192565,2021,27,leroy-sane,Leroy Sane,Germany,Germany,1996-01-11,Attack,attack - Left Winger,Left,183,54000000.0,90000000.0,https://www.transfermarkt.co.uk/leroy-sane/profil/spieler/192565,23,2,19372,58,Leroy SanÃ©,M/AM (RL),FC Bayern,Bundesliga,Germany (Bundesliga),GER,183,75,23,Left,AM (L),W,76000000,155000,167,177,12,16,1,15,10,6,11,15,3,1,1,5,10,13,19,3,16,14,4,7,14,6,3,11,10,3,15,16,16,15,1,17,13,13,16,12,12,13,2,3,10,15,14,16,13,1,17,Germany,leroy-sane,54000000.0,2019-12-10,90000000,90000000,-36000000.0
38,411975,2021,368,jules-kounde,Jules Kounde,France,France,1998-11-12,Defender,Defender - Centre-Back,Right,178,54000000.0,54000000.0,https://www.transfermarkt.co.uk/jules-kounde/profil/spieler/411975,21,0,6997,194,Jules KoundÃ©,D (C),Sevilla,Spanish First Division,Spain (First Division),FRA,181,70,20,Right,D (C),BPD,25500000,15750,152,168,14,13,3,13,15,16,14,14,2,1,3,14,8,13,14,1,10,15,15,6,5,12,2,15,16,1,5,10,13,8,2,11,16,14,9,4,15,14,3,2,15,16,15,15,12,1,14,France,jules-kounde,54000000.0,2019-09-10,22500000,22500000,31500000.0
39,351478,2021,681,mikel-oyarzabal,Mikel Oyarzabal,Spain,Spain,1997-04-21,Attack,attack - Left Winger,Left,181,54000000.0,63000000.0,https://www.transfermarkt.co.uk/mikel-oyarzabal/profil/spieler/351478,22,2,24429,218,Mikel OyarzÃ¡bal,AM (RLC),Real Sociedad,Spanish First Division,Spain (First Division),ESP,180,77,22,Left,AM (C),AP,40000000,37000,158,167,16,16,4,16,14,12,14,14,2,1,1,13,19,15,13,1,15,14,13,12,12,17,1,13,12,2,13,14,14,15,2,15,16,14,12,14,14,14,3,3,13,14,14,14,13,3,13,Spain,mikel-oyarzabal,54000000.0,2019-09-10,54000000,54000000,0.0
40,466810,2021,131,ansu-fati,Ansu Fati,Guinea-Bissau,Spain,2002-10-31,Attack,attack - Left Winger,Right,178,54000000.0,72000000.0,https://www.transfermarkt.co.uk/ansu-fati/profil/spieler/466810,17,2,24411,29,Ansu Fati,"AM (RL), ST (C)",Barcelona,Spanish First Division,Spain (First Division),ESP,178,55,16,Right,AM (L),IW,55000000,10000,148,181,10,14,2,16,10,5,9,11,2,3,3,5,12,12,15,3,16,15,4,6,14,9,2,8,9,2,7,19,14,14,2,16,15,13,13,7,13,14,4,2,12,13,14,17,8,1,16,Spain,ansu-fati,54000000.0,2019-09-10,22500000,22500000,31500000.0
